Code,Annual CO₂ emissions,Entity,Year
OWID_WRL,281181060.0,World,1857
OWID_WRL,285548400.0,World,1858
OWID_WRL,302572160.0,World,1859
OWID_WRL,332298460.0,World,1860
OWID_WRL,349190180.0,World,1861
OWID_WRL,355991100.0,World,1862
OWID_WRL,379534880.0,World,1863
OWID_WRL,409525400.0,World,1864
OWID_WRL,434851330.0,World,1865
OWID_WRL,449067000.0,World,1866
OWID_WRL,480813900.0,World,1867
OWID_WRL,494493540.0,World,1868
OWID_WRL,524731070.0,World,1869
OWID_WRL,536123300.0,World,1870
OWID_WRL,569776640.0,World,1871
OWID_WRL,630961500.0,World,1872
OWID_WRL,670467200.0,World,1873
OWID_WRL,628662200.0,World,1874
OWID_WRL,681048000.0,World,1875
OWID_WRL,690582500.0,World,1876
OWID_WRL,704032830.0,World,1877
OWID_WRL,709649540.0,World,1878
OWID_WRL,759794370.0,World,1879
OWID_WRL,858055700.0,World,1880
OWID_WRL,887965000.0,World,1881
OWID_WRL,937888260.0,World,1882
OWID_WRL,997514560.0,World,1883
OWID_WRL,1009429800.0,World,1884
OWID_WRL,1017144500.0,World,1885
OWID_WRL,1032613600.0,World,1886
OWID_WRL,1083727500.0,World,1887
OWID_WRL,1200801700.0,World,1888
OWID_WRL,1201516300.0,World,1889
OWID_WRL,1306591200.0,World,1890
OWID_WRL,1368915700.0,World,1891
OWID_WRL,1379808900.0,World,1892
OWID_WRL,1362515100.0,World,1893
OWID_WRL,1411532900.0,World,1894
OWID_WRL,1495238900.0,World,1895
OWID_WRL,1544660900.0,World,1896
OWID_WRL,1617492700.0,World,1897
OWID_WRL,1705961000.0,World,1898
OWID_WRL,1863135400.0,World,1899
OWID_WRL,1961490700.0,World,1900
OWID_WRL,2023963900.0,World,1901
OWID_WRL,2074800300.0,World,1902
OWID_WRL,2262046200.0,World,1903
OWID_WRL,2287509200.0,World,1904
OWID_WRL,2437062000.0,World,1905
OWID_WRL,2544486000.0,World,1906
OWID_WRL,2900324600.0,World,1907
OWID_WRL,2785686800.0,World,1908
OWID_WRL,2901167400.0,World,1909
OWID_WRL,3043326000.0,World,1910
OWID_WRL,3090098200.0,World,1911
OWID_WRL,3246477000.0,World,1912
OWID_WRL,3516533000.0,World,1913
OWID_WRL,3189786400.0,World,1914
OWID_WRL,3140276700.0,World,1915
OWID_WRL,3391973000.0,World,1916
OWID_WRL,3548138500.0,World,1917
OWID_WRL,3499686400.0,World,1918
OWID_WRL,3033839400.0,World,1919
OWID_WRL,3537837000.0,World,1920
OWID_WRL,3106184200.0,World,1921
OWID_WRL,3254462700.0,World,1922
OWID_WRL,3690697700.0,World,1923
OWID_WRL,3702777000.0,World,1924
OWID_WRL,3740633600.0,World,1925
OWID_WRL,3677407500.0,World,1926
OWID_WRL,4012947200.0,World,1927
OWID_WRL,3996311800.0,World,1928
OWID_WRL,4288211500.0,World,1929
OWID_WRL,3958096000.0,World,1930
OWID_WRL,3539320300.0,World,1931
OWID_WRL,3192591600.0,World,1932
OWID_WRL,3362683400.0,World,1933
OWID_WRL,3656187100.0,World,1934
OWID_WRL,3835742500.0,World,1935
OWID_WRL,4207930600.0,World,1936
OWID_WRL,4496715300.0,World,1937
OWID_WRL,4229619200.0,World,1938
OWID_WRL,4470135000.0,World,1939
OWID_WRL,4884664000.0,World,1940
OWID_WRL,4999092700.0,World,1941
OWID_WRL,4982524000.0,World,1942
OWID_WRL,5075273000.0,World,1943
OWID_WRL,5162486300.0,World,1944
OWID_WRL,4289312500.0,World,1945
OWID_WRL,4608547000.0,World,1946
OWID_WRL,5165205500.0,World,1947
OWID_WRL,5447885000.0,World,1948
OWID_WRL,5204035000.0,World,1949
OWID_WRL,5930243600.0,World,1950
OWID_WRL,6381428700.0,World,1951
OWID_WRL,6467460600.0,World,1952
OWID_WRL,6650885000.0,World,1953
OWID_WRL,6789529000.0,World,1954
OWID_WRL,7443896000.0,World,1955
OWID_WRL,7926013000.0,World,1956
OWID_WRL,8185645000.0,World,1957
OWID_WRL,8417187300.0,World,1958
OWID_WRL,8854690000.0,World,1959
OWID_WRL,9387011000.0,World,1960
OWID_WRL,9415042000.0,World,1961
OWID_WRL,9747287000.0,World,1962
OWID_WRL,10266772000.0,World,1963
OWID_WRL,10824465000.0,World,1964
OWID_WRL,11310600000.0,World,1965
OWID_WRL,11862647000.0,World,1966
OWID_WRL,12237369000.0,World,1967
OWID_WRL,12905284000.0,World,1968
OWID_WRL,13761785000.0,World,1969
OWID_WRL,14899124000.0,World,1970
OWID_WRL,15503855000.0,World,1971
OWID_WRL,16224597000.0,World,1972
OWID_WRL,17085094000.0,World,1973
OWID_WRL,17011072000.0,World,1974
OWID_WRL,17052752000.0,World,1975
OWID_WRL,17989112000.0,World,1976
OWID_WRL,18498636000.0,World,1977
OWID_WRL,19069290000.0,World,1978
OWID_WRL,19609020000.0,World,1979
OWID_WRL,19488524000.0,World,1980
OWID_WRL,19022903000.0,World,1981
OWID_WRL,18871097000.0,World,1982
OWID_WRL,18991910000.0,World,1983
OWID_WRL,19647801000.0,World,1984
OWID_WRL,20311902000.0,World,1985
OWID_WRL,20614963000.0,World,1986
OWID_WRL,21250075000.0,World,1987
OWID_WRL,22085130000.0,World,1988
OWID_WRL,22386637000.0,World,1989
OWID_WRL,22728989000.0,World,1990
OWID_WRL,23186102000.0,World,1991
OWID_WRL,22528172000.0,World,1992
OWID_WRL,22755787000.0,World,1993
OWID_WRL,22992947000.0,World,1994
OWID_WRL,23532083000.0,World,1995
OWID_WRL,24258169000.0,World,1996
OWID_WRL,24401906000.0,World,1997
OWID_WRL,24303778000.0,World,1998
OWID_WRL,24853730000.0,World,1999
OWID_WRL,25510554000.0,World,2000
OWID_WRL,25706293000.0,World,2001
OWID_WRL,26276870000.0,World,2002
OWID_WRL,27669490000.0,World,2003
OWID_WRL,28632506000.0,World,2004
OWID_WRL,29614395000.0,World,2005
OWID_WRL,30628397000.0,World,2006
OWID_WRL,31534645000.0,World,2007
OWID_WRL,32074200000.0,World,2008
OWID_WRL,31541922000.0,World,2009
OWID_WRL,33355903000.0,World,2010
OWID_WRL,34504540000.0,World,2011
OWID_WRL,35000020000.0,World,2012
OWID_WRL,35301655000.0,World,2013
OWID_WRL,35450094000.0,World,2014
OWID_WRL,35404900000.0,World,2015
OWID_WRL,35416658000.0,World,2016
OWID_WRL,35989897000.0,World,2017
OWID_WRL,36730425000.0,World,2018
OWID_WRL,37104275000.0,World,2019
OWID_WRL,35126526000.0,World,2020
OWID_WRL,36991734000.0,World,2021
OWID_WRL,37293834000.0,World,2022
OWID_WRL,37791570000.0,World,2023
CHN,19893872.0,China,1907
CHN,22735854.0,China,1908
CHN,24251576.0,China,1909
CHN,25009438.0,China,1910
CHN,24630506.0,China,1911
CHN,17029154.0,China,1912
CHN,24251576.0,China,1913
CHN,26718416.0,China,1914
CHN,25420578.0,China,1915
CHN,30130690.0,China,1916
CHN,32023448.0,China,1917
CHN,34747964.0,China,1918
CHN,37997296.0,China,1919
CHN,40278456.0,China,1920
CHN,38762732.0,China,1921
CHN,39971524.0,China,1922
CHN,46517556.0,China,1923
CHN,48846084.0,China,1924
CHN,45954840.0,China,1925
CHN,43660164.0,China,1926
CHN,45808580.0,China,1927
CHN,47591444.0,China,1928
CHN,48281828.0,China,1929
CHN,49558456.0,China,1930
CHN,51904660.0,China,1931
CHN,50269150.0,China,1932
CHN,54111180.0,China,1933
CHN,62382628.0,China,1934
CHN,72645970.0,China,1935
CHN,75477250.0,China,1936
CHN,70968650.0,China,1937
CHN,61365520.0,China,1938
CHN,74426990.0,China,1939
CHN,90790530.0,China,1940
CHN,113978570.0,China,1941
CHN,127613384.0,China,1942
CHN,108994540.0,China,1943
CHN,103003570.0,China,1944
CHN,55892210.0,China,1945
CHN,36107050.0,China,1946
CHN,41836136.0,China,1947
CHN,38400104.0,China,1948
CHN,62081100.0,China,1949
CHN,78835290.0,China,1950
CHN,102115210.0,China,1951
CHN,127999330.0,China,1952
CHN,133782880.0,China,1953
CHN,160877400.0,China,1954
CHN,190521460.0,China,1955
CHN,215823980.0,China,1956
CHN,255784960.0,China,1957
CHN,524617060.0,China,1958
CHN,720151550.0,China,1959
CHN,798799940.0,China,1960
CHN,570630200.0,China,1961
CHN,459618080.0,China,1962
CHN,456779460.0,China,1963
CHN,460637100.0,China,1964
CHN,500286370.0,China,1965
CHN,549459260.0,China,1966
CHN,460225900.0,China,1967
CHN,495506560.0,China,1968
CHN,607683300.0,China,1969
CHN,807952640.0,China,1970
CHN,909209700.0,China,1971
CHN,968645570.0,China,1972
CHN,1008292600.0,China,1973
CHN,1028099840.0,China,1974
CHN,1183215000.0,China,1975
CHN,1226421200.0,China,1976
CHN,1340831100.0,China,1977
CHN,1492777900.0,China,1978
CHN,1525661200.0,China,1979
CHN,1494495900.0,China,1980
CHN,1476487800.0,China,1981
CHN,1606585000.0,China,1982
CHN,1694216800.0,China,1983
CHN,1844828000.0,China,1984
CHN,1998083000.0,China,1985
CHN,2104213400.0,China,1986
CHN,2257738500.0,China,1987
CHN,2425893600.0,China,1988
CHN,2463654400.0,China,1989
CHN,2484854800.0,China,1990
CHN,2606096100.0,China,1991
CHN,2730787600.0,China,1992
CHN,2921651000.0,China,1993
CHN,3103739000.0,China,1994
CHN,3361637000.0,China,1995
CHN,3508818200.0,China,1996
CHN,3515594200.0,China,1997
CHN,3364587500.0,China,1998
CHN,3557274600.0,China,1999
CHN,3649226500.0,China,2000
CHN,3728509700.0,China,2001
CHN,4103046400.0,China,2002
CHN,4841118700.0,China,2003
CHN,5217351000.0,China,2004
CHN,5882106400.0,China,2005
CHN,6494330400.0,China,2006
CHN,6983547400.0,China,2007
CHN,7501497300.0,China,2008
CHN,7891078000.0,China,2009
CHN,8620576000.0,China,2010
CHN,9532332000.0,China,2011
CHN,9779292000.0,China,2012
CHN,9956329000.0,China,2013
CHN,9990257000.0,China,2014
CHN,9863457000.0,China,2015
CHN,9762714000.0,China,2016
CHN,10006343000.0,China,2017
CHN,10332993000.0,China,2018
CHN,10713984000.0,China,2019
CHN,10905693000.0,China,2020
CHN,11447913000.0,China,2021
CHN,11350538000.0,China,2022
CHN,11902503000.0,China,2023
IND,394488.0,India,1858
IND,636485.0,India,1859
IND,643115.0,India,1860
IND,497254.0,India,1861
IND,550294.0,India,1862
IND,609965.0,India,1863
IND,576814.0,India,1864
IND,566869.0,India,1865
IND,639800.0,India,1866
IND,1766908.0,India,1878
IND,1684382.0,India,1879
IND,1886773.0,India,1880
IND,1839333.0,India,1881
IND,2196293.0,India,1882
IND,2440906.0,India,1883
IND,2730012.0,India,1884
IND,2459401.0,India,1885
IND,2772061.0,India,1886
IND,3066015.0,India,1887
IND,3409552.0,India,1888
IND,4021827.2,India,1889
IND,4431669.0,India,1890
IND,4772419.0,India,1891
IND,5247290.0,India,1892
IND,5543189.0,India,1893
IND,5616704.0,India,1894
IND,7034702.0,India,1895
IND,7608026.0,India,1896
IND,8253373.0,India,1897
IND,9125185.0,India,1898
IND,10054478.0,India,1899
IND,11929561.0,India,1900
IND,13179677.0,India,1901
IND,14515422.0,India,1902
IND,14802121.0,India,1903
IND,16561007.0,India,1904
IND,16930720.0,India,1905
IND,19549416.0,India,1906
IND,21772400.0,India,1907
IND,24908242.0,India,1908
IND,24142650.0,India,1909
IND,23487316.0,India,1910
IND,24782446.0,India,1911
IND,28521446.0,India,1912
IND,31466760.0,India,1913
IND,31698144.0,India,1914
IND,33141720.0,India,1915
IND,33517506.0,India,1916
IND,35019770.0,India,1917
IND,39359310.0,India,1918
IND,42974760.0,India,1919
IND,34867976.0,India,1920
IND,37505520.0,India,1921
IND,36903370.0,India,1922
IND,37971890.0,India,1923
IND,40627950.0,India,1924
IND,40084930.0,India,1925
IND,39942580.0,India,1926
IND,41883788.0,India,1927
IND,40072960.0,India,1928
IND,41707876.0,India,1929
IND,42399496.0,India,1930
IND,38851024.0,India,1931
IND,36129476.0,India,1932
IND,35467340.0,India,1933
IND,39611030.0,India,1934
IND,41393200.0,India,1935
IND,40684480.0,India,1936
IND,45067284.0,India,1937
IND,50379656.0,India,1938
IND,49312224.0,India,1939
IND,52309530.0,India,1940
IND,53581100.0,India,1941
IND,53529536.0,India,1942
IND,46644424.0,India,1943
IND,47695988.0,India,1944
IND,52874036.0,India,1945
IND,52225000.0,India,1946
IND,53180280.0,India,1947
IND,53204080.0,India,1948
IND,56187840.0,India,1949
IND,61102560.0,India,1950
IND,64022116.0,India,1951
IND,67426140.0,India,1952
IND,68704824.0,India,1953
IND,72413624.0,India,1954
IND,78787740.0,India,1955
IND,81656370.0,India,1956
IND,91635350.0,India,1957
IND,95815784.0,India,1958
IND,101447256.0,India,1959
IND,111325050.0,India,1960
IND,120404270.0,India,1961
IND,132581544.0,India,1962
IND,142444140.0,India,1963
IND,139488270.0,India,1964
IND,153701940.0,India,1965
IND,159373390.0,India,1966
IND,159555820.0,India,1967
IND,174069330.0,India,1968
IND,177413360.0,India,1969
IND,181722640.0,India,1970
IND,191963680.0,India,1971
IND,203035980.0,India,1972
IND,209095040.0,India,1973
IND,215853180.0,India,1974
IND,234209120.0,India,1975
IND,244749380.0,India,1976
IND,258961730.0,India,1977
IND,263149570.0,India,1978
IND,276284740.0,India,1979
IND,291711100.0,India,1980
IND,314966180.0,India,1981
IND,325380000.0,India,1982
IND,352198850.0,India,1983
IND,361559460.0,India,1984
IND,397592100.0,India,1985
IND,426309380.0,India,1986
IND,455343040.0,India,1987
IND,491692160.0,India,1988
IND,540651100.0,India,1989
IND,577996000.0,India,1990
IND,615365000.0,India,1991
IND,655447040.0,India,1992
IND,677299260.0,India,1993
IND,714063740.0,India,1994
IND,760461630.0,India,1995
IND,823620700.0,India,1996
IND,858011200.0,India,1997
IND,875772350.0,India,1998
IND,960762940.0,India,1999
IND,986444700.0,India,2000
IND,1000526700.0,India,2001
IND,1032139800.0,India,2002
IND,1067736960.0,India,2003
IND,1133827600.0,India,2004
IND,1194592400.0,India,2005
IND,1292484600.0,India,2006
IND,1392506000.0,India,2007
IND,1489437400.0,India,2008
IND,1612216300.0,India,2009
IND,1677337200.0,India,2010
IND,1764712400.0,India,2011
IND,1925699700.0,India,2012
IND,1995098100.0,India,2013
IND,2148343800.0,India,2014
IND,2234219500.0,India,2015
IND,2354658000.0,India,2016
IND,2426606800.0,India,2017
IND,2593057800.0,India,2018
IND,2612888000.0,India,2019
IND,2421552000.0,India,2020
IND,2674221800.0,India,2021
IND,2831166200.0,India,2022
IND,3062324500.0,India,2023
USA,252815.98,United States,1800
USA,267472.0,United States,1801
USA,289456.0,United States,1802
USA,296784.0,United States,1803
USA,333424.0,United States,1804
USA,340752.0,United States,1805
USA,333424.0,United States,1806
USA,377392.0,United States,1807
USA,392048.0,United States,1808
USA,403040.0,United States,1809
USA,417696.0,United States,1810
USA,447008.0,United States,1811
USA,483648.0,United States,1812
USA,520288.0,United States,1813
USA,560592.0,United States,1814
USA,600896.0,United States,1815
USA,663184.0,United States,1816
USA,718144.0,United States,1817
USA,780432.0,United States,1818
USA,762112.0,United States,1819
USA,791424.0,United States,1820
USA,828064.0,United States,1821
USA,864704.0,United States,1822
USA,901344.0,United States,1823
USA,1014928.0,United States,1824
USA,1135840.0,United States,1825
USA,1315376.0,United States,1826
USA,1447280.0,United States,1827
USA,1593840.0,United States,1828
USA,1795360.0,United States,1829
USA,2088480.0,United States,1830
USA,2264352.0,United States,1831
USA,3022800.0,United States,1832
USA,3528432.0,United States,1833
USA,3381872.0,United States,1834
USA,4316192.0,United States,1835
USA,4730224.0,United States,1836
USA,5305472.0,United States,1837
USA,5030672.0,United States,1838
USA,5517984.0,United States,1839
USA,5873392.0,United States,1840
USA,6214144.0,United States,1841
USA,6917632.0,United States,1842
USA,7764016.0,United States,1843
USA,9306560.0,United States,1844
USA,11204512.0,United States,1845
USA,12710416.0,United States,1846
USA,15070032.0,United States,1847
USA,16784784.0,United States,1848
USA,18221072.0,United States,1849
USA,19792928.0,United States,1850
USA,24633072.0,United States,1851
USA,26791168.0,United States,1852
USA,30162048.0,United States,1853
USA,33159198.0,United States,1854
USA,38160560.0,United States,1855
USA,40036530.0,United States,1856
USA,41055120.0,United States,1857
USA,41648690.0,United States,1858
USA,45320016.0,United States,1859
USA,47437810.0,United States,1860
USA,45679090.0,United States,1861
USA,47448800.0,United States,1862
USA,54809776.0,United States,1863
USA,58656976.0,United States,1864
USA,58821856.0,United States,1865
USA,59232224.0,United States,1866
USA,72865970.0,United States,1867
USA,82352060.0,United States,1868
USA,93695810.0,United States,1869
USA,98620220.0,United States,1870
USA,103020690.0,United States,1871
USA,126305410.0,United States,1872
USA,139506800.0,United States,1873
USA,134296590.0,United States,1874
USA,135747540.0,United States,1875
USA,132820010.0,United States,1876
USA,147175550.0,United States,1877
USA,143903600.0,United States,1878
USA,175468960.0,United States,1879
USA,198684240.0,United States,1880
USA,210192900.0,United States,1881
USA,235393950.0,United States,1882
USA,253882580.0,United States,1883
USA,267589570.0,United States,1884
USA,272162270.0,United States,1885
USA,287463170.0,United States,1886
USA,307380830.0,United States,1887
USA,373875100.0,United States,1888
USA,335542400.0,United States,1889
USA,401747300.0,United States,1890
USA,427424580.0,United States,1891
USA,450449200.0,United States,1892
USA,454094850.0,United States,1893
USA,425050370.0,United States,1894
USA,479948100.0,United States,1895
USA,480882460.0,United States,1896
USA,500287140.0,United States,1897
USA,545321500.0,United States,1898
USA,625534000.0,United States,1899
USA,662738400.0,United States,1900
USA,721527550.0,United States,1901
USA,764495740.0,United States,1902
USA,894406900.0,United States,1903
USA,882057540.0,United States,1904
USA,986482400.0,United States,1905
USA,1035471170.0,United States,1906
USA,1203861500.0,United States,1907
USA,1052812860.0,United States,1908
USA,1165706200.0,United States,1909
USA,1271582100.0,United States,1910
USA,1258666600.0,United States,1911
USA,1343565600.0,United States,1912
USA,1442542100.0,United States,1913
USA,1317980300.0,United States,1914
USA,1367697000.0,United States,1915
USA,1518980700.0,United States,1916
USA,1670970600.0,United States,1917
USA,1747718100.0,United States,1918
USA,1479158800.0,United States,1919
USA,1738245800.0,United States,1920
USA,1423668600.0,United States,1921
USA,1435758300.0,United States,1922
USA,1896735900.0,United States,1923
USA,1698320300.0,United States,1924
USA,1758185500.0,United States,1925
USA,1906048500.0,United States,1926
USA,1862839200.0,United States,1927
USA,1830965000.0,United States,1928
USA,1963506200.0,United States,1929
USA,1744916200.0,United States,1930
USA,1484959100.0,United States,1931
USA,1257814100.0,United States,1932
USA,1348876800.0,United States,1933
USA,1436238600.0,United States,1934
USA,1492320900.0,United States,1935
USA,1713411700.0,United States,1936
USA,1792609900.0,United States,1937
USA,1515749900.0,United States,1938
USA,1670920400.0,United States,1939
USA,1874985100.0,United States,1940
USA,2043585000.0,United States,1941
USA,2198264800.0,United States,1942
USA,2272059100.0,United States,1943
USA,2444903700.0,United States,1944
USA,2359551500.0,United States,1945
USA,2257493800.0,United States,1946
USA,2485854500.0,United States,1947
USA,2582558700.0,United States,1948
USA,2164862200.0,United States,1949
USA,2541485300.0,United States,1950
USA,2618711600.0,United States,1951
USA,2551219500.0,United States,1952
USA,2612971300.0,United States,1953
USA,2489462300.0,United States,1954
USA,2728512000.0,United States,1955
USA,2859995000.0,United States,1956
USA,2835772200.0,United States,1957
USA,2747107600.0,United States,1958
USA,2831923200.0,United States,1959
USA,2897315000.0,United States,1960
USA,2886872800.0,United States,1961
USA,2993902000.0,United States,1962
USA,3126487600.0,United States,1963
USA,3264313600.0,United States,1964
USA,3399547000.0,United States,1965
USA,3571421400.0,United States,1966
USA,3705461000.0,United States,1967
USA,3840919600.0,United States,1968
USA,4035145200.0,United States,1969
USA,4339686000.0,United States,1970
USA,4365465000.0,United States,1971
USA,4573015000.0,United States,1972
USA,4785434000.0,United States,1973
USA,4621419000.0,United States,1974
USA,4478563000.0,United States,1975
USA,4748111400.0,United States,1976
USA,4889953300.0,United States,1977
USA,4941708300.0,United States,1978
USA,5008955400.0,United States,1979
USA,4808877600.0,United States,1980
USA,4686743000.0,United States,1981
USA,4447602000.0,United States,1982
USA,4429711000.0,United States,1983
USA,4662488000.0,United States,1984
USA,4652938000.0,United States,1985
USA,4663711000.0,United States,1986
USA,4826012700.0,United States,1987
USA,5050858500.0,United States,1988
USA,5132543500.0,United States,1989
USA,5120957000.0,United States,1990
USA,5062956500.0,United States,1991
USA,5174227500.0,United States,1992
USA,5272850400.0,United States,1993
USA,5364279300.0,United States,1994
USA,5425259500.0,United States,1995
USA,5612983000.0,United States,1996
USA,5688142300.0,United States,1997
USA,5733281000.0,United States,1998
USA,5803918000.0,United States,1999
USA,6010135600.0,United States,2000
USA,5907739600.0,United States,2001
USA,5946308000.0,United States,2002
USA,6010145300.0,United States,2003
USA,6112655000.0,United States,2004
USA,6132183000.0,United States,2005
USA,6052686000.0,United States,2006
USA,6130123000.0,United States,2007
USA,5915118600.0,United States,2008
USA,5480725500.0,United States,2009
USA,5679715300.0,United States,2010
USA,5546116000.0,United States,2011
USA,5344086000.0,United States,2012
USA,5480156700.0,United States,2013
USA,5528681000.0,United States,2014
USA,5376473000.0,United States,2015
USA,5252932000.0,United States,2016
USA,5212162000.0,United States,2017
USA,5377797000.0,United States,2018
USA,5262145000.0,United States,2019
USA,4714628000.0,United States,2020
USA,5032213000.0,United States,2021
USA,5078871000.0,United States,2022
USA,4911391000.0,United States,2023
